00:16:02	[LOG_INFO]	[DBConfig.csv is loading...]
00:16:02	[LOG_INFO]	string,string
00:16:02	[LOG_INFO]	World,112.145.214.226
00:16:02	[LOG_INFO]	Account,112.145.214.226
00:16:02	[LOG_INFO]	Game,112.145.214.226
00:16:02	[LOG_INFO]	[DBConfig.csv is loaded...]
00:16:02	[LOG_INFO]	[ServerConfig.csv is loading...]
00:16:02	[LOG_INFO]	string,int32_t,int32_t
00:16:02	[LOG_INFO]	Login,1,1000
00:16:02	[LOG_INFO]	[ServerConfig.csv is loaded...]
00:16:02	[LOG_CONNECT]	WorldDB is Connected
00:16:02	[LOG_DEBUG]	[Server Type]: Login
00:16:02	[LOG_DEBUG]	[GroupID]: 0
00:16:02	[LOG_DEBUG]	[WorldID]: 1
00:16:02	[LOG_DEBUG]	[ServerID]: 1000
00:16:02	[LOG_INFO]	[Data/CharacterCreateStat.csv is loading...]
00:16:02	[LOG_INFO]	int32_t,int32_t,int32_t
00:16:02	[LOG_INFO]	10 ,0 ,0 
00:16:02	[LOG_INFO]	2 ,8 ,0 
00:16:02	[LOG_INFO]	0 ,0 ,10 
00:16:02	[LOG_INFO]	0 ,10 ,0 
00:16:02	[LOG_INFO]	[Data/CharacterCreateStat.csv is loaded...]
00:16:02	[LOG_INFO]	[Data/CharacterCreateGear.csv is loading...]
00:16:02	[LOG_INFO]	uint8_t,uint8_t,uint8_t,uint8_t,uint8_t,uint8_t,uint8_t,uint8_t,uint8_t
00:16:02	[LOG_INFO]	1 ,2 ,1 ,0 ,1 ,1 ,1 ,0 ,0 
00:16:02	[LOG_INFO]	0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 
00:16:02	[LOG_INFO]	0 ,0 ,1 ,0 ,1 ,1 ,1 ,0 ,0 
00:16:02	[LOG_INFO]	1 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 
00:16:02	[LOG_INFO]	[Data/CharacterCreateGear.csv is loaded...]
00:16:02	[LOG_INFO]	[Data/CharacterAbilityByStat.csv is loading...]
00:16:02	[LOG_INFO]	uint8_t,uint8_t,uint8_t,uint8_t,uint8_t,uint8_t
00:16:02	[LOG_INFO]	8 ,2 ,10 ,0 ,7 ,3 
00:16:02	[LOG_INFO]	5 ,5 ,8 ,2 ,6 ,4 
00:16:02	[LOG_INFO]	3 ,7 ,0 ,10 ,3 ,7 
00:16:02	[LOG_INFO]	[Data/CharacterAbilityByStat.csv is loaded...]
00:16:02	[LOG_DEBUG]	Server is Running...
00:16:02	[LOG_DEBUG]	[Thread Num]: 41
00:16:02	[LOG_DEBUG]	[Port]: 7000
00:38:31	[LOG_CONNECT]	oid(0)	[ip]: 127.0.0.1
00:38:31	[LOG_CONNECT]	AccountDB is Connected
00:38:31	[LOG_CONNECT]	GameDB is Connected
00:38:35	[LOG_DISCONNECT]	oid(0)	
00:38:55	[LOG_CONNECT]	oid(1)	[ip]: 127.0.0.1
00:38:56	[LOG_DISCONNECT]	oid(1)	
00:40:13	[LOG_CONNECT]	oid(2)	[ip]: 127.0.0.1
00:40:20	[LOG_DISCONNECT]	oid(2)	
00:41:12	[LOG_CONNECT]	oid(3)	[ip]: 127.0.0.1
00:41:12	[LOG_CONNECT]	GameDB is Connected
00:41:13	[LOG_DISCONNECT]	oid(3)	
00:42:02	[LOG_CONNECT]	oid(4)	[ip]: 127.0.0.1
00:42:04	[LOG_DISCONNECT]	oid(4)	
00:42:13	[LOG_CONNECT]	oid(5)	[ip]: 127.0.0.1
00:42:15	[LOG_DISCONNECT]	oid(5)	
00:42:57	[LOG_CONNECT]	oid(6)	[ip]: 127.0.0.1
00:42:58	[LOG_DISCONNECT]	oid(6)	
00:45:26	[LOG_CONNECT]	oid(7)	[ip]: 127.0.0.1
00:45:27	[LOG_DISCONNECT]	oid(7)	
00:45:39	[LOG_CONNECT]	oid(8)	[ip]: 127.0.0.1
00:45:41	[LOG_DISCONNECT]	oid(8)	
00:46:30	[LOG_CONNECT]	oid(9)	[ip]: 127.0.0.1
00:46:31	[LOG_DISCONNECT]	oid(9)	
00:47:52	[LOG_CONNECT]	oid(10)	[ip]: 127.0.0.1
00:47:53	[LOG_DISCONNECT]	oid(10)	
00:49:33	[LOG_CONNECT]	oid(11)	[ip]: 127.0.0.1
00:49:35	[LOG_DISCONNECT]	oid(11)	
00:57:21	[LOG_CONNECT]	oid(12)	[ip]: 127.0.0.1
00:57:23	[LOG_DISCONNECT]	oid(12)	
00:57:33	[LOG_CONNECT]	oid(13)	[ip]: 127.0.0.1
00:57:34	[LOG_DISCONNECT]	oid(13)	
00:58:45	[LOG_CONNECT]	oid(14)	[ip]: 127.0.0.1
00:58:57	[LOG_DISCONNECT]	oid(14)	
00:59:10	[LOG_CONNECT]	oid(15)	[ip]: 127.0.0.1
00:59:11	[LOG_DISCONNECT]	oid(15)	
00:59:16	[LOG_CONNECT]	oid(16)	[ip]: 127.0.0.1
00:59:18	[LOG_CONNECT]	oid(17)	[ip]: 127.0.0.1
00:59:19	[LOG_DISCONNECT]	oid(17)	
00:59:21	[LOG_DISCONNECT]	oid(16)	
01:00:21	[LOG_CONNECT]	oid(18)	[ip]: 127.0.0.1
01:00:22	[LOG_DISCONNECT]	oid(18)	
01:00:28	[LOG_CONNECT]	oid(19)	[ip]: 127.0.0.1
01:00:29	[LOG_DISCONNECT]	oid(19)	
01:02:48	[LOG_CONNECT]	oid(20)	[ip]: 127.0.0.1
01:02:50	[LOG_DISCONNECT]	oid(20)	
01:03:00	[LOG_CONNECT]	oid(21)	[ip]: 127.0.0.1
01:03:02	[LOG_DISCONNECT]	oid(21)	
01:05:11	[LOG_CONNECT]	oid(22)	[ip]: 127.0.0.1
01:05:12	[LOG_DISCONNECT]	oid(22)	
01:05:17	[LOG_CONNECT]	oid(23)	[ip]: 127.0.0.1
01:05:18	[LOG_DISCONNECT]	oid(23)	
01:07:08	[LOG_CONNECT]	oid(24)	[ip]: 127.0.0.1
01:07:09	[LOG_DISCONNECT]	oid(24)	
01:07:20	[LOG_CONNECT]	oid(25)	[ip]: 127.0.0.1
01:07:21	[LOG_DISCONNECT]	oid(25)	
01:08:18	[LOG_CONNECT]	oid(26)	[ip]: 127.0.0.1
01:08:19	[LOG_DISCONNECT]	oid(26)	
01:08:31	[LOG_CONNECT]	oid(27)	[ip]: 127.0.0.1
01:08:32	[LOG_DISCONNECT]	oid(27)	
01:10:36	[LOG_CONNECT]	oid(28)	[ip]: 127.0.0.1
01:10:37	[LOG_DISCONNECT]	oid(28)	
01:10:41	[LOG_CONNECT]	oid(29)	[ip]: 127.0.0.1
01:10:42	[LOG_DISCONNECT]	oid(29)	
01:11:21	[LOG_CONNECT]	oid(30)	[ip]: 127.0.0.1
01:11:22	[LOG_DISCONNECT]	oid(30)	
01:11:27	[LOG_CONNECT]	oid(31)	[ip]: 127.0.0.1
01:11:28	[LOG_DISCONNECT]	oid(31)	
01:12:46	[LOG_CONNECT]	oid(32)	[ip]: 127.0.0.1
01:12:48	[LOG_DISCONNECT]	oid(32)	
01:12:52	[LOG_CONNECT]	oid(33)	[ip]: 127.0.0.1
01:12:53	[LOG_DISCONNECT]	oid(33)	
01:32:04	[LOG_CONNECT]	oid(34)	[ip]: 127.0.0.1
01:32:05	[LOG_DISCONNECT]	oid(34)	
01:32:18	[LOG_CONNECT]	oid(35)	[ip]: 127.0.0.1
01:32:19	[LOG_DISCONNECT]	oid(35)	
01:33:12	[LOG_CONNECT]	oid(36)	[ip]: 127.0.0.1
01:33:14	[LOG_DISCONNECT]	oid(36)	
01:33:19	[LOG_CONNECT]	oid(37)	[ip]: 127.0.0.1
01:33:20	[LOG_DISCONNECT]	oid(37)	
01:34:14	[LOG_CONNECT]	oid(38)	[ip]: 127.0.0.1
01:34:15	[LOG_DISCONNECT]	oid(38)	
01:34:20	[LOG_CONNECT]	oid(39)	[ip]: 127.0.0.1
01:34:21	[LOG_CONNECT]	oid(40)	[ip]: 127.0.0.1
01:34:23	[LOG_DISCONNECT]	oid(40)	
01:34:25	[LOG_DISCONNECT]	oid(39)	
01:36:44	[LOG_CONNECT]	oid(41)	[ip]: 127.0.0.1
01:36:45	[LOG_DISCONNECT]	oid(41)	
01:36:55	[LOG_CONNECT]	oid(42)	[ip]: 127.0.0.1
01:36:56	[LOG_DISCONNECT]	oid(42)	
01:41:59	[LOG_CONNECT]	oid(43)	[ip]: 127.0.0.1
01:42:00	[LOG_DISCONNECT]	oid(43)	
01:42:10	[LOG_CONNECT]	oid(44)	[ip]: 127.0.0.1
01:42:10	[LOG_CONNECT]	AccountDB is Connected
01:42:11	[LOG_DISCONNECT]	oid(44)	
01:42:32	[LOG_CONNECT]	oid(45)	[ip]: 127.0.0.1
01:42:34	[LOG_DISCONNECT]	oid(45)	
01:43:03	[LOG_CONNECT]	oid(46)	[ip]: 127.0.0.1
01:43:05	[LOG_DISCONNECT]	oid(46)	
